"gene_id","gene_name","seq_name","gene_biotype","description"
"ENSG00000069812","HES2","1","protein_coding","hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]"
"ENSG00000187017","ESPN","1","protein_coding","espin [Source:HGNC Symbol;Acc:HGNC:13281]"
"ENSG00000265392","MIR4252","1","miRNA","microRNA 4252 [Source:HGNC Symbol;Acc:HGNC:38384]"
"ENSG00000231868","AL031848.1","1","lncRNA","novel transcript, antisense to ESPN"
"ENSG00000215788","TNFRSF25","1","protein_coding","TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]"
"ENSG00000171680","PLEKHG5","1","protein_coding","pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]"
"LRG_262","PLEKHG5","1","LRG_gene","pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]"
"ENSG00000162408","NOL9","1","protein_coding","nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]"
"ENSG00000253022","RNU6-731P","1","snRNA","RNA, U6 small nuclear 731, pseudogene [Source:HGNC Symbol;Acc:HGNC:47694]"
"ENSG00000229519","AL591866.1","1","processed_pseudogene","ribosomal protein L34 (RPL34) pseudogene"
"ENSG00000173662","TAS1R1","1","protein_coding","taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448]"
"ENSG00000204859","ZBTB48","1","protein_coding","zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]"
"ENSG00000162413","KLHL21","1","protein_coding","kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]"
"ENSG00000116273","PHF13","1","protein_coding","PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]"
"ENSG00000041988","THAP3","1","protein_coding","THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]"
"ENSG00000007923","DNAJC11","1","protein_coding","DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]"
"ENSG00000228750","LINC01672","1","lncRNA","long intergenic non-protein coding RNA 1672 [Source:HGNC Symbol;Acc:HGNC:52460]"
"ENSG00000284744","AL591163.1","1","lncRNA","novel transcript"
"ENSG00000237436","CAMTA1-DT","1","lncRNA","CAMTA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53020]"
"ENSG00000171735","CAMTA1","1","protein_coding","calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]"
"ENSG00000227950","AL590128.1","1","processed_pseudogene","ribosomal protein L37 (RPL37) pseudogene"
"ENSG00000237365","AL512330.1","1","lncRNA","novel transcript, antisense to CAMTA1"
"ENSG00000207056","RNU1-8P","1","snRNA","RNA, U1 small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:48307]"
"ENSG00000237402","CAMTA1-IT1","1","lncRNA","CAMTA1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41446]"
"ENSG00000237728","Z97987.1","1","lncRNA","novel transcript"
"ENSG00000225126","AL365194.1","1","lncRNA","novel transcript"
"ENSG00000270171","AL359881.3","1","lncRNA","novel transcript"
"ENSG00000270035","AL359881.2","1","lncRNA","novel transcript"
"ENSG00000269978","AL359881.1","1","lncRNA","novel transcript"
"ENSG00000049245","VAMP3","1","protein_coding","vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]"
"ENSG00000269925","Z98884.2","1","lncRNA","novel transcript, sense intronic to VAMP3"
"ENSG00000049246","PER3","1","protein_coding","period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]"
"ENSG00000236266","Z98884.1","1","lncRNA","novel transcript"
"ENSG00000049247","UTS2","1","protein_coding","urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]"
"ENSG00000049249","TNFRSF9","1","protein_coding","TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]"
"ENSG00000270330","AL009183.1","1","processed_pseudogene","small EDRK-rich factor 2 (SERF2) pseudogene"
"ENSG00000116288","PARK7","1","protein_coding","Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]"
"ENSG00000200344","Y_RNA","1","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000284747","AL034417.4","1","lncRNA","novel transcript, antisense to ERRFI1"
"ENSG00000284716","AL034417.3","1","lncRNA","novel transcript"
"ENSG00000116285","ERRFI1","1","protein_coding","ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]"
"ENSG00000238290","AL034417.2","1","lncRNA","novel transcript"
"ENSG00000232848","AL034417.1","1","processed_pseudogene","ribosomal protein L7a (RPL7A) pseudogene"
"ENSG00000229305","AL358876.1","1","processed_pseudogene","52kDa eukaryotic translation initiation factor 2 subunit 3 gamma (EIF2S3) pseudogene"
"ENSG00000227634","LINC01714","1","lncRNA","long intergenic non-protein coding RNA 1714 [Source:HGNC Symbol;Acc:HGNC:52501]"
"ENSG00000200975","RNU1-7P","1","snRNA","RNA, U1 small nuclear 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:48306]"
"ENSG00000233645","AL358876.2","1","lncRNA","novel transcript"
"ENSG00000251977","RNU6-991P","1","snRNA","RNA, U6 small nuclear 991, pseudogene [Source:HGNC Symbol;Acc:HGNC:47954]"
"ENSG00000162426","SLC45A1","1","protein_coding","solute carrier family 45 member 1 [Source:HGNC Symbol;Acc:HGNC:17939]"
"ENSG00000252254","Y_RNA","1","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000142599","RERE","1","protein_coding","arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]"
"ENSG00000232912","RERE-AS1","1","lncRNA","RERE antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40501]"
"ENSG00000221083","AL096855.1","1","snoRNA","NULL"
"ENSG00000270282","AL096855.2","1","processed_pseudogene","ferritin, light polypeptide (FTL) pseudogene"
"ENSG00000234619","RPL7P11","1","processed_pseudogene","ribosomal protein L7 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35667]"
"ENSG00000224315","RPL7P7","1","processed_pseudogene","ribosomal protein L7 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36895]"
"ENSG00000222511","Y_RNA","1","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000226545","AL357552.1","1","unprocessed_pseudogene","ribosomal protein L27 (RPL27) pseudogene"
"ENSG00000228423","AL357552.2","1","lncRNA","novel transcript"
"ENSG00000229716","RPL23AP19","1","processed_pseudogene","ribosomal protein L23a pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36708]"
"ENSG00000074800","ENO1","1","protein_coding","enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]"
"LRG_1165","ENO1","1","LRG_gene","enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]"
"ENSG00000274258","MIR6728","1","miRNA","microRNA 6728 [Source:HGNC Symbol;Acc:HGNC:49961]"
"ENSG00000230679","ENO1-AS1","1","lncRNA","ENO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40214]"
"ENSG00000201725","RNU6-304P","1","snRNA","RNA, U6 small nuclear 304, pseudogene [Source:HGNC Symbol;Acc:HGNC:47267]"
"ENSG00000238249","HMGN2P17","1","processed_pseudogene","high mobility group nucleosomal binding domain 2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39381]"
"ENSG00000232208","AL139415.1","1","processed_pseudogene","zinc finger protein 271 (ZNF) pseudogene"
"ENSG00000232663","AL139415.2","1","processed_pseudogene","pseudogene similar to part of cytochrome oxidase subunit II"
"ENSG00000131686","CA6","1","protein_coding","carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380]"
"ENSG00000265141","RN7SL451P","1","misc_RNA","RNA, 7SL, cytoplasmic 451, pseudogene [Source:HGNC Symbol;Acc:HGNC:46467]"
"ENSG00000197241","SLC2A7","1","protein_coding","solute carrier family 2 member 7 [Source:HGNC Symbol;Acc:HGNC:13445]"
"ENSG00000142583","SLC2A5","1","protein_coding","solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]"
"ENSG00000252404","AL158048.1","1","scaRNA","NULL"
"ENSG00000180758","GPR157","1","protein_coding","G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]"
"ENSG00000228526","MIR34AHG","1","lncRNA","MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913]"
"ENSG00000284357","MIR34A","1","miRNA","microRNA 34a [Source:HGNC Symbol;Acc:HGNC:31635]"
"ENSG00000234546","LNCTAM34A","1","lncRNA","long non coding transcriptional activator of miR34a [Source:HGNC Symbol;Acc:HGNC:52548]"
"ENSG00000049239","H6PD","1","protein_coding","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]"
"ENSG00000171621","SPSB1","1","protein_coding","splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]"
"ENSG00000284652","BX323043.1","1","lncRNA","novel transcript"
"ENSG00000284693","LINC02606","1","lncRNA","long intergenic non-protein coding RNA 2606 [Source:HGNC Symbol;Acc:HGNC:54047]"
"ENSG00000252956","RNA5SP40","1","rRNA_pseudogene","RNA, 5S ribosomal pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:42816]"
"ENSG00000235263","AL928921.1","1","lncRNA","novel transcript"
"ENSG00000171612","SLC25A33","1","protein_coding","solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]"
"ENSG00000231181","AL954705.1","1","processed_pseudogene","ribosomal protein L9 (RPL9) pseudogene"
"ENSG00000188807","TMEM201","1","protein_coding","transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]"
"ENSG00000171608","PIK3CD","1","protein_coding","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]"
"LRG_191","PIK3CD","1","LRG_gene","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]"
"ENSG00000179840","PIK3CD-AS1","1","lncRNA","PIK3CD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32346]"
"ENSG00000233268","AL691449.1","1","processed_pseudogene","ribosomal protein L26 pseudogene (RPL26)"
"ENSG00000231789","PIK3CD-AS2","1","lncRNA","PIK3CD antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:51334]"
"ENSG00000171603","CLSTN1","1","protein_coding","calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]"
"ENSG00000271264","MZT1P1","1","processed_pseudogene","mitotic spindle organizing protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50605]"
"ENSG00000280113","AL357140.3","1","TEC","TEC"
"ENSG00000178585","CTNNBIP1","1","protein_coding","catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]"
"ENSG00000223989","AL357140.1","1","lncRNA","novel transcript"
"ENSG00000285701","AL357140.4","1","lncRNA","novel transcript, antisense to CTNNBIP1"
"ENSG00000162441","LZIC","1","protein_coding","leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol;Acc:HGNC:17497]"
"ENSG00000228150","AL357140.2","1","lncRNA","novel transcript"
"ENSG00000173614","NMNAT1","1","protein_coding","nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]"
"ENSG00000202415","RN7SKP269","1","misc_RNA","RN7SK pseudogene 269 [Source:HGNC Symbol;Acc:HGNC:45993]"
"ENSG00000283611","TMEM274P","1","unitary_pseudogene","transmembrane protein 274, pseudogene [Source:HGNC Symbol;Acc:HGNC:53732]"
"ENSG00000265521","MIR5697","1","miRNA","microRNA 5697 [Source:HGNC Symbol;Acc:HGNC:43509]"
"ENSG00000241326","AL603962.1","1","lncRNA","novel transcript"
"ENSG00000162444","RBP7","1","protein_coding","retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]"
"ENSG00000130939","UBE4B","1","protein_coding","ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]"
"ENSG00000224340","AL590639.1","1","processed_pseudogene","pseudogene similar to part of ribosomal protein L21 (RPL21)"
"ENSG00000233623","PGAM1P11","1","processed_pseudogene","phosphoglycerate mutase 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42464]"
"ENSG00000201746","RNU6-828P","1","snRNA","RNA, U6 small nuclear 828, pseudogene [Source:HGNC Symbol;Acc:HGNC:47791]"
"LRG_252","KIF1B","1","LRG_gene","kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]"
"ENSG00000054523","KIF1B","1","protein_coding","kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]"
"ENSG00000264881","AL358013.1","1","miRNA","NULL"
"ENSG00000199562","RNU6-37P","1","snRNA","RNA, U6 small nuclear 37, pseudogene [Source:HGNC Symbol;Acc:HGNC:34281]"
"ENSG00000264501","RN7SL731P","1","misc_RNA","RNA, 7SL, cytoplasmic 731, pseudogene [Source:HGNC Symbol;Acc:HGNC:46747]"
"ENSG00000284735","AL139424.3","1","lncRNA","novel transcript"
"ENSG00000284642","AL139424.2","1","lncRNA","novel transcript"
"ENSG00000142657","PGD","1","protein_coding","phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]"
"ENSG00000271989","AL139424.1","1","lncRNA","novel transcript, antisense to APITD1-CORT"
"ENSG00000251503","CENPS-CORT","1","protein_coding","CENPS-CORT readthrough [Source:HGNC Symbol;Acc:HGNC:38843]"
"ENSG00000175279","CENPS","1","protein_coding","centromere protein S [Source:HGNC Symbol;Acc:HGNC:23163]"
"ENSG00000241563","CORT","1","protein_coding","cortistatin [Source:HGNC Symbol;Acc:HGNC:2257]"
"ENSG00000160049","DFFA","1","protein_coding","DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772]"
"ENSG00000203469","AL354956.1","1","lncRNA","novel transcript, antisense to DFFA"
"ENSG00000142655","PEX14","1","protein_coding","peroxisomal biogenesis factor 14 [Source:HGNC Symbol;Acc:HGNC:8856]"
"ENSG00000287727","AL139423.2","1","lncRNA","novel transcript, antisense to PEX14"
"ENSG00000243267","RN7SL614P","1","misc_RNA","RNA, 7SL, cytoplasmic 614, pseudogene [Source:HGNC Symbol;Acc:HGNC:46630]"
"ENSG00000130940","CASZ1","1","protein_coding","castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]"
"ENSG00000272078","AL139423.1","1","lncRNA","novel transcript, antisense to CASZ1"
"ENSG00000225158","HSPE1P24","1","processed_pseudogene","heat shock protein family E (Hsp10) member 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:49343]"
"ENSG00000175262","C1orf127","1","protein_coding","chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730]"
"ENSG00000215785","CFL1P6","1","processed_pseudogene","cofilin 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:34545]"
"ENSG00000120948","TARDBP","1","protein_coding","TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]"
"LRG_659","TARDBP","1","LRG_gene","TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]"
"ENSG00000277726","AL109811.3","1","protein_coding","novel protein"
"ENSG00000009724","MASP2","1","protein_coding","mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902]"
"ENSG00000271895","AL109811.2","1","lncRNA","novel transcript, antisense to MASP2"
"ENSG00000116649","SRM","1","protein_coding","spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]"
"ENSG00000171824","EXOSC10","1","protein_coding","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]"
"ENSG00000226849","AL109811.1","1","lncRNA","novel transcript"
"ENSG00000230337","EXOSC10-AS1","1","lncRNA","EXOSC10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40456]"
"LRG_734","MTOR","1","LRG_gene","mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]"
"ENSG00000198793","MTOR","1","protein_coding","mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]"
"ENSG00000225602","MTOR-AS1","1","lncRNA","MTOR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40242]"
"ENSG00000253086","RNU6-537P","1","snRNA","RNA, U6 small nuclear 537, pseudogene [Source:HGNC Symbol;Acc:HGNC:47500]"
"ENSG00000171819","ANGPTL7","1","protein_coding","angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078]"
"ENSG00000207451","RNU6-291P","1","snRNA","RNA, U6 small nuclear 291, pseudogene [Source:HGNC Symbol;Acc:HGNC:47254]"
"ENSG00000238173","RPL39P6","1","processed_pseudogene","ribosomal protein L39 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35803]"
"ENSG00000120942","UBIAD1","1","protein_coding","UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]"
"ENSG00000238199","UBE2V2P3","1","processed_pseudogene","ubiquitin conjugating enzyme E2 V2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44891]"
"ENSG00000284646","AL031291.1","1","lncRNA","novel transcript"
"ENSG00000224338","MTCYBP45","1","processed_pseudogene","MT-CYB pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:52313]"
"ENSG00000204624","DISP3","1","protein_coding","dispatched RND transporter family member 3 [Source:HGNC Symbol;Acc:HGNC:29251]"
"ENSG00000285833","AL590989.1","1","lncRNA","novel transcript, antisense to DISP3"
"ENSG00000235643","LINC01647","1","lncRNA","long intergenic non-protein coding RNA 1647 [Source:HGNC Symbol;Acc:HGNC:52434]"
"ENSG00000284708","AL031731.1","1","lncRNA","novel transcript"
"ENSG00000116661","FBXO2","1","protein_coding","F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]"
"ENSG00000132879","FBXO44","1","protein_coding","F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]"
"ENSG00000116663","FBXO6","1","protein_coding","F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585]"
"ENSG00000116670","MAD2L2","1","protein_coding","mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]"
"ENSG00000162490","DRAXIN","1","protein_coding","dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]"
"ENSG00000177674","AGTRAP","1","protein_coding","angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]"
"ENSG00000215910","C1orf167","1","protein_coding","chromosome 1 open reading frame 167 [Source:HGNC Symbol;Acc:HGNC:25262]"
"ENSG00000177553","AL953897.1","1","lncRNA","novel transcript"
"ENSG00000177000","MTHFR","1","protein_coding","methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]"
"LRG_726","MTHFR","1","LRG_gene","methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]"
"ENSG00000011021","CLCN6","1","protein_coding","chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]"
"ENSG00000276470","AL021155.3","1","misc_RNA","NULL"
"ENSG00000278852","AL021155.4","1","misc_RNA","NULL"
"ENSG00000175206","NPPA","1","protein_coding","natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]"
"LRG_751","NPPA","1","LRG_gene","natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]"
"ENSG00000275915","AL021155.2","1","misc_RNA","NULL"
"ENSG00000120937","NPPB","1","protein_coding","natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940]"
"ENSG00000224904","AL021155.1","1","processed_pseudogene","pseudogene similar to part of SET binding factor 1 (SBF1)"
"ENSG00000285646","AL021155.5","1","lncRNA","novel transcript"
"ENSG00000199347","RNU5E-1","1","snRNA","RNA, U5E small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10215]"
"ENSG00000201801","RNU5E-4P","1","snRNA","RNA, U5E small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:42513]"
"ENSG00000116685","KIAA2013","1","protein_coding","KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]"
"ENSG00000083444","PLOD1","1","protein_coding","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]"
"ENSG00000287384","AL096840.2","1","lncRNA","novel transcript"
"ENSG00000116688","MFN2","1","protein_coding","mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]"
"LRG_255","MFN2","1","LRG_gene","mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]"
"ENSG00000270914","AL096840.1","1","processed_pseudogene","inositol(myo)-1(or 4)-monophosphatase 1 (IMPA1) pseudogene"
"ENSG00000116691","MIIP","1","protein_coding","migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]"
"ENSG00000202461","Y_RNA","1","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000276869","MIR6729","1","miRNA","microRNA 6729 [Source:HGNC Symbol;Acc:HGNC:50103]"
"ENSG00000243539","RN7SL649P","1","misc_RNA","RNA, 7SL, cytoplasmic 649, pseudogene [Source:HGNC Symbol;Acc:HGNC:46665]"
"ENSG00000120949","TNFRSF8","1","protein_coding","TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]"
"ENSG00000201135","RNU6-777P","1","snRNA","RNA, U6 small nuclear 777, pseudogene [Source:HGNC Symbol;Acc:HGNC:47740]"
"ENSG00000227875","RPL23AP89","1","processed_pseudogene","ribosomal protein L23a pseudogene 89 [Source:HGNC Symbol;Acc:HGNC:51623]"
"ENSG00000285604","AL357835.1","1","lncRNA","novel transcript, antisense to TNFRSF8"
